pos,seed,track_uri,pid
83,0UaMYEvWZi0ZqiDOoHU3YI,1qPNqO3m9NIjvhIVc5ex6y,1
84,0UaMYEvWZi0ZqiDOoHU3YI,2rAIAYM0rIeWCKiO7joedh,1
85,0UaMYEvWZi0ZqiDOoHU3YI,0k2GOhqsrxDTAbFFSdNJjT,1
86,0UaMYEvWZi0ZqiDOoHU3YI,1yKu2MhpwzDXXH2tzG6xoa,1
87,0UaMYEvWZi0ZqiDOoHU3YI,1mqlc0vEP9mU1kZgTi6LIQ,1
88,0UaMYEvWZi0ZqiDOoHU3YI,00LfFm08VWeZwB0Zlm24AT,1
89,0UaMYEvWZi0ZqiDOoHU3YI,2WfaOiMkCvy7F5fcp2zZ8L,1
90,0UaMYEvWZi0ZqiDOoHU3YI,3zByVQLvdXUaDTubfWkpCk,1
91,0UaMYEvWZi0ZqiDOoHU3YI,3lwMGZ9M5Gq4usaZZLV4NK,1
92,0UaMYEvWZi0ZqiDOoHU3YI,7pAT4dOUzjq8Ziap5ShIqC,1
93,0UaMYEvWZi0ZqiDOoHU3YI,5xV0Czdqefft6sPDqjmFBu,1
94,0UaMYEvWZi0ZqiDOoHU3YI,60a0Rd6pjrkxjPbaKzXjfq,1
95,0UaMYEvWZi0ZqiDOoHU3YI,7H6ev70Weq6DdpZyyTmUXk,1
96,0UaMYEvWZi0ZqiDOoHU3YI,7MCNnnmwm7TXMh7xyNGohi,1
97,0UaMYEvWZi0ZqiDOoHU3YI,4ZEfHivqu6oWNwK7UD6b5b,1
98,0UaMYEvWZi0ZqiDOoHU3YI,0rF6HOlg1LkkZJUyrvkt0M,1
99,0UaMYEvWZi0ZqiDOoHU3YI,6TbDjOtgqxBMTesiMfz7Qj,1
100,0UaMYEvWZi0ZqiDOoHU3YI,5rXkgeY6rpcHcsolCpXZHR,1
101,0UaMYEvWZi0ZqiDOoHU3YI,0d28khcov6AiegSCpG5TuT,1
102,0UaMYEvWZi0ZqiDOoHU3YI,7sqK6f8dHVx3Q1GjFrVyGl,1
103,0UaMYEvWZi0ZqiDOoHU3YI,4L3GbSXJaEPYDXx4HMXbG7,1
104,0UaMYEvWZi0ZqiDOoHU3YI,6NncjnSD7JLEetWb9KqMRY,1
105,0UaMYEvWZi0ZqiDOoHU3YI,0oTM6RLL3HEC1RDCe0bYsm,1
106,0UaMYEvWZi0ZqiDOoHU3YI,1JyaAeaXVFnVv5ikwWQVQ4,1
107,0UaMYEvWZi0ZqiDOoHU3YI,7k6IzwMGpxnRghE7YosnXT,1
108,0UaMYEvWZi0ZqiDOoHU3YI,0gs72Zn1Nxin1kvKpo9ee5,1
0,6I9VzXrHxO9rA9A5euc8Ak,2MFX2E3TErub7JW8uDPpXZ,5
1,6I9VzXrHxO9rA9A5euc8Ak,4OhkKmvhjl3yk7JF422GWB,5
2,6I9VzXrHxO9rA9A5euc8Ak,2eSJflipjhSKLExuSwuFrO,5
3,6I9VzXrHxO9rA9A5euc8Ak,6FTJuZtQZvmPPRFmrcno9J,5
4,6I9VzXrHxO9rA9A5euc8Ak,3aw9iWUQ3VrPQltgwvN9Xu,5
5,6I9VzXrHxO9rA9A5euc8Ak,2YegxR5As7BeQuVp2U6pek,5
6,6I9VzXrHxO9rA9A5euc8Ak,5i66xrvSh1MjjyDd6zcwgj,5
7,6I9VzXrHxO9rA9A5euc8Ak,40fvlRGSBSEYWTgCpRyVqf,5
8,6I9VzXrHxO9rA9A5euc8Ak,2EVv4Vxu3HGPr32CQecgHx,5
9,6I9VzXrHxO9rA9A5euc8Ak,6JY1IdkZGeIcPegKxjSKeb,5
10,6I9VzXrHxO9rA9A5euc8Ak,4bk78jvK8Fe9YHqruOJW0v,5
11,6I9VzXrHxO9rA9A5euc8Ak,1gNbbWh6nYYw0zKB4LuGUi,5
12,6I9VzXrHxO9rA9A5euc8Ak,1hGy2eLcmC8eKx7qr1tOqx,5
13,6I9VzXrHxO9rA9A5euc8Ak,4hrae8atte6cRlSC9a7VCO,5
14,6I9VzXrHxO9rA9A5euc8Ak,4LXDHgBC1mbz3uoehYxH9b,5
15,6I9VzXrHxO9rA9A5euc8Ak,0XfuvxptNRVoEWp7SaneV8,5
16,6I9VzXrHxO9rA9A5euc8Ak,1jUA4rb6ZCv4gby4YU53xq,5
17,6I9VzXrHxO9rA9A5euc8Ak,5o4W6yWSJD9e9Ea8YC9WjF,5
18,6I9VzXrHxO9rA9A5euc8Ak,3Ui2jdyxbZQrZohfM0NOgG,5
19,6I9VzXrHxO9rA9A5euc8Ak,6I9VzXrHxO9rA9A5euc8Ak,5
20,6I9VzXrHxO9rA9A5euc8Ak,04KTF78FFg8sOHC1BADqbY,5
21,6I9VzXrHxO9rA9A5euc8Ak,30VrBsh1STRBoIrhQOAwzK,5
22,6I9VzXrHxO9rA9A5euc8Ak,7pNJ1T9TGbVbNHKaLhhPri,5
23,6I9VzXrHxO9rA9A5euc8Ak,7yXibbAYi4to5oQTeO738f,5
24,6I9VzXrHxO9rA9A5euc8Ak,7H2TYuu6OmqkxQD3LIZRC7,5
25,6I9VzXrHxO9rA9A5euc8Ak,7bLBekAdZXj48UVI0QpJbO,5
26,6I9VzXrHxO9rA9A5euc8Ak,4SYZ7FCMjYcBLbfRr4JARr,5
27,6I9VzXrHxO9rA9A5euc8Ak,0OJXdyyVL8K6aovPgfqCcN,5
28,6I9VzXrHxO9rA9A5euc8Ak,7uKcScNXuO3MWw6LowBjW1,5
29,6I9VzXrHxO9rA9A5euc8Ak,63quyUCdhvorvyGUzqcmlj,5
30,6I9VzXrHxO9rA9A5euc8Ak,7MdsJ8FTgqPfKESkKdxlMq,5
31,6I9VzXrHxO9rA9A5euc8Ak,1ObNL9DjjNPAZkJyC8XWWU,5
32,6I9VzXrHxO9rA9A5euc8Ak,0XUfyU2QviPAs6bxSpXYG4,5
33,6I9VzXrHxO9rA9A5euc8Ak,68vgtRHr7iZHpzGpon6Jlo,5
34,6I9VzXrHxO9rA9A5euc8Ak,7J41dYQolQJEtj3UmKLu5r,5
35,6I9VzXrHxO9rA9A5euc8Ak,2PpruBYCo4H7WOBJ7Q2EwM,5
36,6I9VzXrHxO9rA9A5euc8Ak,6bUNEbXT7HovLW6BgPCBsb,5
37,6I9VzXrHxO9rA9A5euc8Ak,5XJJdNPkwmbUwE79gv0NxK,5
38,6I9VzXrHxO9rA9A5euc8Ak,7hhAwcMTdCHxuYkCHCfzw7,5
39,6I9VzXrHxO9rA9A5euc8Ak,4nthV2eZAXnt4yiJMocLkG,5
40,6I9VzXrHxO9rA9A5euc8Ak,4VIDVd87GQcBSbofvDp8Pj,5
41,6I9VzXrHxO9rA9A5euc8Ak,73sEFRISCOmunToMJtjuPS,5
42,6I9VzXrHxO9rA9A5euc8Ak,2tP7ZekzXfduShx8C6cbll,5
43,6I9VzXrHxO9rA9A5euc8Ak,2n4uOdMHzEvcZ0KP7iQnay,5
44,6I9VzXrHxO9rA9A5euc8Ak,5tRifT4qX6gfmpEK2pUv4h,5
45,6I9VzXrHxO9rA9A5euc8Ak,6AxCr5G75R5rqyNCYWVpTo,5
46,6I9VzXrHxO9rA9A5euc8Ak,2CEgGE6aESpnmtfiZwYlbV,5
47,6I9VzXrHxO9rA9A5euc8Ak,39qcvV4f0uqDMHxIkSb7tE,5
48,6I9VzXrHxO9rA9A5euc8Ak,6RcQOut9fWL6FSqeIr5M1r,5
49,6I9VzXrHxO9rA9A5euc8Ak,26eOTllWPn7oKuDUJnsJwF,5
50,6I9VzXrHxO9rA9A5euc8Ak,6W2Ef5Ph6ILTUAedoQ3QIv,5
51,6I9VzXrHxO9rA9A5euc8Ak,5ecZWU5uQOiCVSnPxBZNmT,5
52,6I9VzXrHxO9rA9A5euc8Ak,0dQQWHlXvuw4UyHcAvhfhB,5
53,6I9VzXrHxO9rA9A5euc8Ak,7wZUrN8oemZfsEd1CGkbXE,5
54,6I9VzXrHxO9rA9A5euc8Ak,1lkvpmrCaXK8QtliFDcHBO,5
55,6I9VzXrHxO9rA9A5euc8Ak,1HwpWwa6bnqqRhK8agG4RS,5
56,6I9VzXrHxO9rA9A5euc8Ak,2LXyM3mXlRPIJwqyIoFh6n,5
57,6I9VzXrHxO9rA9A5euc8Ak,4VZmWrPYFJP8T17AciiQJh,5
58,6I9VzXrHxO9rA9A5euc8Ak,6Avndj1UPQLwR2qqzDwZBc,5
59,6I9VzXrHxO9rA9A5euc8Ak,4RCWB3V8V0dignt99LZ8vH,5
60,6I9VzXrHxO9rA9A5euc8Ak,0gJvqi9QyASOCtJu99tytc,5
61,6I9VzXrHxO9rA9A5euc8Ak,25ZttbpeUKDOm3aghD2oBJ,5
62,6I9VzXrHxO9rA9A5euc8Ak,3BnvVIFwQXXMGjkW4rWRJj,5
63,6I9VzXrHxO9rA9A5euc8Ak,0vupCkmy497h49a74Xsxj1,5
64,6I9VzXrHxO9rA9A5euc8Ak,2hdy9Wt9qp7M7d0U3ossu2,5
65,6I9VzXrHxO9rA9A5euc8Ak,5xV0Czdqefft6sPDqjmFBu,5
66,6I9VzXrHxO9rA9A5euc8Ak,1dDNz8h95Gsu0W4QdxVVln,5
67,6I9VzXrHxO9rA9A5euc8Ak,6zrKRVtq4cjkZLXzjpS4Ij,5
68,6I9VzXrHxO9rA9A5euc8Ak,6ldwfK0yWgTAlmIfuQkTYN,5
69,6I9VzXrHxO9rA9A5euc8Ak,5JZpQuRIX8MTiKwuELjTlx,5
70,6I9VzXrHxO9rA9A5euc8Ak,2N3JVnB85hqJl6SzTlZOxv,5
71,6I9VzXrHxO9rA9A5euc8Ak,0BBOLOV5JntPL3341swIre,5
72,6I9VzXrHxO9rA9A5euc8Ak,4SRqDmPxYX0pUb5B5ut2Ri,5
73,6I9VzXrHxO9rA9A5euc8Ak,5rwq6R0Uq0BngM3rdmCeNg,5
74,6I9VzXrHxO9rA9A5euc8Ak,6m5jURnwGHY1pVw0sJqBBq,5
75,6I9VzXrHxO9rA9A5euc8Ak,7rOIWUhSfjWh4E7443PYE8,5
76,6I9VzXrHxO9rA9A5euc8Ak,5dNfHmqgr128gMY2tc5CeJ,5
77,6I9VzXrHxO9rA9A5euc8Ak,4osg3vT6sXv6wNxm9Z6ucQ,5
78,6I9VzXrHxO9rA9A5euc8Ak,4SyowQi18ym4zJGJDBnsTj,5
79,6I9VzXrHxO9rA9A5euc8Ak,18XGB5eO51nCJY9hOoc114,5
80,6I9VzXrHxO9rA9A5euc8Ak,4KBKK8JuXzJaPmiz8ZGwy3,5
81,6I9VzXrHxO9rA9A5euc8Ak,7KIbDUwumrpG5f30kEYW1v,5
82,6I9VzXrHxO9rA9A5euc8Ak,3JILPb8Uc6NKmHq1poT5ML,5
83,6I9VzXrHxO9rA9A5euc8Ak,06G1SCVVYRSDCFGMSnDvpv,5
84,6I9VzXrHxO9rA9A5euc8Ak,0COqiPhxzoWICwFCS4eZcp,5
85,6I9VzXrHxO9rA9A5euc8Ak,663Karu2rvKLdnY0eo1n3M,5
86,6I9VzXrHxO9rA9A5euc8Ak,4KTtYhxFtFL7mBwnjkKfLm,5
87,6I9VzXrHxO9rA9A5euc8Ak,3Q4WeJmzxuDpzMu9QjQqbM,5
88,6I9VzXrHxO9rA9A5euc8Ak,7mMlbJlXXo2mRtQ4R9sIzD,5
89,6I9VzXrHxO9rA9A5euc8Ak,6JG0qhINKVwiHxqN85j7RG,5
90,6I9VzXrHxO9rA9A5euc8Ak,5IVCuswUfdYjl2eQ2FHqUd,5
91,6I9VzXrHxO9rA9A5euc8Ak,7LqjznQwfrax7MjQXmxqdQ,5
92,6I9VzXrHxO9rA9A5euc8Ak,3SktMqZmo3M9zbB7oKMIF7,5
93,6I9VzXrHxO9rA9A5euc8Ak,7vFv0yFGMJW3qVXbAd9BK9,5
94,6I9VzXrHxO9rA9A5euc8Ak,0aj2QKJvz6CePykmlTApiD,5
95,6I9VzXrHxO9rA9A5euc8Ak,3Cn1FSSTXeQ7hCfrbizrD0,5
96,6I9VzXrHxO9rA9A5euc8Ak,2Uu8IiLkLY0UXhCHka4Dlr,5
97,6I9VzXrHxO9rA9A5euc8Ak,1Y4ZdPOOgCUhBcKZOrUFiS,5
98,6I9VzXrHxO9rA9A5euc8Ak,3vJG33adGD5Z39Gb6Cnevi,5
99,6I9VzXrHxO9rA9A5euc8Ak,4llK75pXNWZz6KAho2Gp16,5
100,6I9VzXrHxO9rA9A5euc8Ak,3jagJCUbdqhDSPuxP8cAqF,5
101,6I9VzXrHxO9rA9A5euc8Ak,1H4QmjSyCnUTIaIBtbbXmD,5
102,6I9VzXrHxO9rA9A5euc8Ak,2aI21FnmY7TJVKeMaoQZ0t,5
103,6I9VzXrHxO9rA9A5euc8Ak,4XRGwyAARL21fesc6BvliF,5
104,6I9VzXrHxO9rA9A5euc8Ak,1lzr43nnXAijIGYnCT8M8H,5
105,6I9VzXrHxO9rA9A5euc8Ak,4NO3hYYJudCN6MrcToFCos,5
106,6I9VzXrHxO9rA9A5euc8Ak,1sMDGAeqO3poTu1rjnEgKB,5
107,6I9VzXrHxO9rA9A5euc8Ak,6qspW4YKycviDFjHBOaqUY,5
108,6I9VzXrHxO9rA9A5euc8Ak,1KGi9sZVMeszgZOWivFpxs,5
109,6I9VzXrHxO9rA9A5euc8Ak,5y69gQtK33qxb8a24ACkCy,5
110,6I9VzXrHxO9rA9A5euc8Ak,1KzW2k1dNh9nJrK6WhneTW,5
111,6I9VzXrHxO9rA9A5euc8Ak,3LmvfNUQtglbTrydsdIqFU,5
112,6I9VzXrHxO9rA9A5euc8Ak,4v6jydWBTAIqnyPVNyOAdc,5
113,6I9VzXrHxO9rA9A5euc8Ak,3mNecsYFb6LQg7822DPXCP,5
114,6I9VzXrHxO9rA9A5euc8Ak,0KQx6HOpJueiSkztcS0r7D,5
115,6I9VzXrHxO9rA9A5euc8Ak,4Dw02sVUfUA67l3fZ9FoKs,5
116,6I9VzXrHxO9rA9A5euc8Ak,29LHe8kG3PraghUZOZYsw4,5
117,6I9VzXrHxO9rA9A5euc8Ak,0wqOReZDnrefefEsrIGeR4,5
118,6I9VzXrHxO9rA9A5euc8Ak,3VzJE6yGuj8fDExUh6TLnc,5
119,6I9VzXrHxO9rA9A5euc8Ak,3XVBdLihbNbxUwZosxcGuJ,5
120,6I9VzXrHxO9rA9A5euc8Ak,0k2GOhqsrxDTAbFFSdNJjT,5
121,6I9VzXrHxO9rA9A5euc8Ak,11dxtPJKR4E0wlSr0A0t47,5
122,6I9VzXrHxO9rA9A5euc8Ak,2cMTIlktg3M9mXYqCPqw1J,5
123,6I9VzXrHxO9rA9A5euc8Ak,2hKdd3qO7cWr2Jo0Bcs0MA,5
124,6I9VzXrHxO9rA9A5euc8Ak,6ihL9TjfRjadfEePzXXyVF,5
125,6I9VzXrHxO9rA9A5euc8Ak,2l57cfmCnOkwNX1tky02n1,5
126,6I9VzXrHxO9rA9A5euc8Ak,27L8sESb3KR79asDUBu8nW,5
127,6I9VzXrHxO9rA9A5euc8Ak,5DCA1FOUDBURlRTNg4ganf,5
128,6I9VzXrHxO9rA9A5euc8Ak,7k6IzwMGpxnRghE7YosnXT,5
129,6I9VzXrHxO9rA9A5euc8Ak,6ECp64rv50XVz93WvxXMGF,5
130,6I9VzXrHxO9rA9A5euc8Ak,5paEiUa6tDA61S5NqTJG6t,5
131,6I9VzXrHxO9rA9A5euc8Ak,4bPQs0PHn4xbipzdPfn6du,5
132,6I9VzXrHxO9rA9A5euc8Ak,2fzykVsO2Di5jnofUNX3YE,5
133,6I9VzXrHxO9rA9A5euc8Ak,3N0s4EcFNoVEvHa4MPF38u,5
134,6I9VzXrHxO9rA9A5euc8Ak,0v1XpBHnsbkCn7iJ9Ucr1l,5
135,6I9VzXrHxO9rA9A5euc8Ak,4hjuUelurEBKlqpJPJ77Iw,5
136,6I9VzXrHxO9rA9A5euc8Ak,1zusIxNqJu8i4g6P6hJ2Qa,5
137,6I9VzXrHxO9rA9A5euc8Ak,1AEYT6VxrxXPMoQUxsY0E4,5
138,6I9VzXrHxO9rA9A5euc8Ak,6An1g0uI2RJNHkqy7vCckx,5
139,6I9VzXrHxO9rA9A5euc8Ak,6sw9zrrhYvlzgVRF1ulaQS,5
140,6I9VzXrHxO9rA9A5euc8Ak,0ZUo4YjG4saFnEJhdWp9Bt,5
141,6I9VzXrHxO9rA9A5euc8Ak,3QnEp4rluCxUwgpXT43jmC,5
142,6I9VzXrHxO9rA9A5euc8Ak,2KeRxlnuTrK1d5l5Mpa5De,5
143,6I9VzXrHxO9rA9A5euc8Ak,1H5tvpoApNDxvxDexoaAUo,5
144,6I9VzXrHxO9rA9A5euc8Ak,3ZpiT9OFY8BawTHDTi1Pfz,5
145,6I9VzXrHxO9rA9A5euc8Ak,59ZTxQo8rBycIXPLUIKvE2,5
146,6I9VzXrHxO9rA9A5euc8Ak,5jaOa7ybiQjBdhoouGuNjH,5
147,6I9VzXrHxO9rA9A5euc8Ak,4sLeg4hQCZbwM6HEhNTIL2,5
148,6I9VzXrHxO9rA9A5euc8Ak,3pfXxHoydFRfD7IBGJTQAN,5
149,6I9VzXrHxO9rA9A5euc8Ak,6sHsXIJoEN5JpdkGMQDJxt,5
150,6I9VzXrHxO9rA9A5euc8Ak,0UaMYEvWZi0ZqiDOoHU3YI,5
151,6I9VzXrHxO9rA9A5euc8Ak,0d28khcov6AiegSCpG5TuT,5
152,6I9VzXrHxO9rA9A5euc8Ak,7oK9VyNzrYvRFo7nQEYkWN,5
153,6I9VzXrHxO9rA9A5euc8Ak,1yKu2MhpwzDXXH2tzG6xoa,5
154,6I9VzXrHxO9rA9A5euc8Ak,7L605WhF5EGf34ggj87yK6,5
155,6I9VzXrHxO9rA9A5euc8Ak,6dViIgkYIRccNImPln58rS,5
156,6I9VzXrHxO9rA9A5euc8Ak,3XnzgERoQSbifUuIAom5n8,5
157,6I9VzXrHxO9rA9A5euc8Ak,4zYTZvtcww7OWKie7fxA9E,5
158,6I9VzXrHxO9rA9A5euc8Ak,4s0o8TJHfX9LLHa0umnOzT,5
159,6I9VzXrHxO9rA9A5euc8Ak,6jUyYHDikmw9WltPojSR37,5
160,6I9VzXrHxO9rA9A5euc8Ak,1Bv0Yl01xBDZD4OQP93fyl,5
161,6I9VzXrHxO9rA9A5euc8Ak,4FHu9bOzBjZurx89CMa42L,5
162,6I9VzXrHxO9rA9A5euc8Ak,0C80KJWvQWIGjbOiIurV1W,5
163,6I9VzXrHxO9rA9A5euc8Ak,2xxx3hyrkpFgrGi6iCVx9y,5
164,6I9VzXrHxO9rA9A5euc8Ak,1yy2DlSDtEt90d54rPDPXz,5
165,6I9VzXrHxO9rA9A5euc8Ak,7861kBrZ5aw7o4NfggcyYW,5
166,6I9VzXrHxO9rA9A5euc8Ak,49eAIPivcw5idA57ZWnp5h,5
167,6I9VzXrHxO9rA9A5euc8Ak,2eJ8ij1T3cNUKiGdcUvKhy,5
168,6I9VzXrHxO9rA9A5euc8Ak,4c9VuqkKaey9u0IihbUKTt,5
169,6I9VzXrHxO9rA9A5euc8Ak,3jDdpx9PMlfMBS5tOBHFm9,5
170,6I9VzXrHxO9rA9A5euc8Ak,6Gn02ZC8juXwQ10Xk7ACXx,5
0,0WqIKmW4BTrj3eJFmnCKMv,1vNn7rVQT6UtEW1NGH53fT,2
1,0WqIKmW4BTrj3eJFmnCKMv,7BKLCZ1jbUBVqRi2FVlTVw,2
2,0WqIKmW4BTrj3eJFmnCKMv,5aAx2yezTd8zXrkmtKl66Z,2
